Name,G,W,L,T,AB,H,Doubles,Triples,HR,RunsScored,SB,CS,BatterBB,BatterHBP,SacFlies,SacBunts,IP,RunsAllowed,ER,ERA,PitcherHBP,PO,A,E,DP,NCAA,WCWS,Conference,ConfNumBids,ConfTop16
Princeton,43,25,18,0,1167,354,66,7,24,205,46,22,,,,,282.2,189,164,4.06,,848,338,29,12,Auto,No,Ivy,1,0
Providence,48,23,25,0,1276,374,74,10,32,267,23,8,177,35,16,32,306.2,260,214,4.88,,920,451,66,13,No,No,Big East,1,0
Purdue,56,20,36,0,1436,375,46,7,13,185,64,11,,,,,357.2,305,233,4.56,,1073,449,91,26,No,No,Big Ten,5,0
Purdue Fort Wayne,48,12,36,0,1211,305,48,7,16,154,34,11,,,,,300.2,329,249,5.8,,902,331,75,11,No,No,Summit,1,0
Quinnipiac,50,23,27,0,1310,342,70,9,27,182,20,12,,,,,325.2,247,186,4,,977,459,88,15,No,No,MAAC,1,0
Radford,55,27,28,0,1359,332,66,6,37,206,45,26,,,,,360.1,211,184,3.57,,1081,543,48,18,No,No,Big South,1,0
Rhode Island,44,11,33,0,1108,273,61,3,17,147,2,4,,,,,265.1,301,256,6.75,,796,298,60,13,No,No,Atlantic 10,1,0
Rider,50,6,44,0,1195,251,41,2,12,82,16,5,,,,,301,341,263,6.12,,903,391,73,9,No,No,MAAC,1,0
Robert Morris,52,19,33,0,1386,392,66,3,27,194,44,10,,,,,326,294,237,5.09,,978,489,69,17,No,No,Northeast,1,0
Rutgers,51,14,37,0,1331,363,55,12,24,210,35,9,,,,,315,390,309,6.87,,945,437,68,17,No,No,Big Ten,5,0
Sacramento St.,50,21,28,1,1323,353,41,4,45,207,19,8,,,,,340.1,193,157,3.23,,1021,364,49,14,No,No,Big Sky,1,0
Sacred Heart,51,23,28,0,1335,315,64,5,17,147,14,5,,,,,336.1,151,125,2.6,,1009,356,36,10,No,No,Northeast,1,0
Saint Francis (PA),57,48,9,0,1541,460,86,12,61,353,106,19,211,62,18,13,381,134,105,1.93,,1142,347,49,21,Auto,No,Northeast,1,0
Saint Joseph's,53,25,28,0,1419,372,64,4,24,197,69,15,,,,,361.1,178,136,2.63,,1084,474,69,10,No,No,Atlantic 10,1,0
Saint Louis,50,25,25,0,1314,337,76,12,37,230,38,8,,,,,330.1,187,147,3.12,,991,441,53,13,No,No,Atlantic 10,1,0
Saint Mary's (CA),48,17,31,0,1219,288,41,7,8,113,28,10,,,,,321.2,177,122,2.65,11,965,361,60,15,No,No,WCC,1,0
Saint Peter's,40,6,34,0,963,238,47,4,16,115,20,11,,,,,233,309,257,7.72,,699,297,56,4,No,No,MAAC,1,0
Sam Houston St.,51,24,27,0,1301,360,38,9,24,196,28,8,,,,,323,204,164,3.55,,969,333,63,9,No,No,Southland,1,0
Samford,61,25,36,0,1661,440,60,12,35,233,64,10,,,,,412,313,241,4.09,,1236,478,76,28,No,No,Southern,1,0
San Diego,44,22,22,0,1174,331,50,5,18,169,26,12,,,,,296.1,217,187,4.42,,889,308,52,9,No,No,WCC,1,0
San Diego St.,49,31,18,0,1396,497,76,6,45,324,38,18,147,17,23,26,321.2,210,172,3.74,,965,445,50,19,No,No,MWC,2,0
San Jose St.,53,36,17,0,1393,415,71,10,23,252,34,7,176,43,16,17,351.1,181,150,2.99,,1054,404,45,26,Auto,No,MWC,2,0
Santa Clara,49,12,37,0,1257,307,56,6,7,130,37,13,,,,,326,244,192,4.12,,978,411,71,8,No,No,WCC,1,0
Savannah St.,40,4,36,0,939,229,26,12,6,111,58,11,,,,,229,377,301,9.2,,687,207,90,5,No,No,MEAC,1,0
Seattle U,52,20,32,0,1473,438,56,13,24,235,37,7,,,,,346.2,274,229,4.62,,1040,492,67,19,No,No,WAC,1,0
Seton Hall,48,22,25,1,1292,367,80,8,45,245,66,13,,,,,316.2,233,181,4,,950,444,59,18,No,No,Big East,1,0
SFA,50,17,33,0,1279,298,46,3,20,121,5,4,,,,,321.2,191,143,3.11,,965,374,61,13,No,No,Southland,1,0
Siena,51,21,30,0,1278,330,69,3,33,197,29,6,,,,,319.2,266,220,4.82,,959,379,61,12,No,No,MAAC,1,0
SIUE,54,41,13,0,1381,384,83,3,30,253,78,20,,,,,370,124,103,1.95,,1110,244,34,15,No,No,OVC,1,0
South Alabama,55,35,20,0,1433,390,51,12,27,208,45,8,,,,,373,145,122,2.29,,1119,343,47,14,No,No,Sun Belt,2,0
South Carolina,55,32,23,0,1402,393,77,7,40,249,48,5,,,,,356,192,151,2.97,,1068,456,55,24,At-large,No,SEC,13,8
South Carolina St.,41,2,39,0,930,199,28,5,10,111,18,5,,,,,225.1,432,317,9.85,,675,275,103,10,No,No,MEAC,1,0
South Dakota,54,22,32,0,1418,434,85,5,26,268,24,4,,,,,333.2,317,244,5.12,,1001,321,78,10,No,No,Summit,1,0
South Dakota St.,54,19,35,0,1438,376,71,8,32,206,19,6,,,,,357.1,252,206,4.04,,1072,419,72,15,No,No,Summit,1,0
South Fla.,56,32,24,0,1470,389,45,16,30,237,46,10,,,,,387,210,146,2.64,,1161,475,67,26,No,No,AAC,1,0
Southeast Mo. St.,50,23,27,0,1327,375,58,21,31,213,65,23,,,,,326,205,160,3.44,,978,433,59,12,No,No,OVC,1,0
Southeastern La.,55,26,29,0,1365,368,48,16,11,241,162,22,,,,,351.1,272,201,4,,1053,368,90,14,No,No,Southland,1,0
Southern Ill.,55,33,22,0,1406,365,61,7,38,238,46,10,,,,,378.1,170,144,2.66,,1135,356,35,6,Auto,No,MVC,1,0
Southern Miss.,53,27,26,0,1366,365,53,12,22,222,45,10,,,,,361.1,179,137,2.65,,1084,530,72,21,No,No,C-USA,3,0
Southern U.,39,17,22,0,1010,297,39,6,26,199,55,17,,,,,238.1,214,131,3.85,17,714,350,111,12,No,No,SWAC,1,0
Southern Utah,46,15,31,0,1184,328,50,8,24,176,25,5,,,,,283.2,294,253,6.24,,851,346,48,12,No,No,Big Sky,1,0
St. Bonaventure,49,12,37,0,1239,282,45,5,18,150,47,13,,,,,308.2,320,237,5.37,,926,369,80,8,No,No,Atlantic 10,1,0
St. John's (NY),48,32,16,0,1310,413,65,10,32,277,67,13,142,24,12,21,313.2,170,143,3.19,,941,355,46,9,No,No,Big East,1,0
Stanford,51,19,32,0,1338,363,61,8,22,218,8,2,,,,,327.1,306,268,5.73,,982,403,52,17,No,No,Pac-12,8,5
Stetson,47,26,21,0,1253,362,43,11,25,247,132,26,,,,,323,206,155,3.36,,969,435,57,19,No,No,Atlantic Sun,1,0
Stony Brook,47,18,29,0,1230,346,50,3,32,189,36,6,,,,,301.2,227,199,4.62,,905,369,46,12,No,No,America East,1,0
Syracuse,50,31,19,0,1409,433,76,9,32,269,42,11,155,38,10,32,337.2,183,148,3.07,,1019,312,50,14,No,No,ACC,3,1
Tennessee,54,44,10,0,1364,436,79,9,34,351,97,12,221,34,13,18,341.2,119,99,2.03,,1025,363,36,10,At-large,No,SEC,13,8
Tennessee St.,49,12,37,0,1193,266,45,4,6,150,61,16,,,,,310.1,320,243,5.48,,931,419,97,19,No,No,OVC,1,0
Tennessee Tech,46,16,30,0,1206,285,50,1,47,157,28,13,,,,,304.2,223,180,4.14,,914,302,47,15,No,No,OVC,1,0
Texas,55,31,24,0,1490,416,74,13,27,252,30,11,,,,,378,156,116,2.15,,1134,366,48,17,At-large,No,Big 12,4,2
Texas A&M,52,42,10,0,1297,388,78,6,54,310,66,12,237,37,20,16,343.2,106,90,1.83,,1031,393,30,17,At-large,Yes,SEC,13,8
Texas Southern,44,25,19,0,1141,323,54,8,9,198,42,8,,,,,284,141,103,2.54,15,857,338,48,13,Auto,No,SWAC,1,0
Texas St.,56,41,15,0,1378,330,62,4,45,233,25,9,,,,,379.1,133,89,1.64,,1138,381,63,14,At-large,No,Sun Belt,2,0
Texas Tech,55,19,36,0,1430,348,58,13,51,229,69,19,,,,,367.2,300,248,4.72,,1103,577,83,17,No,No,Big 12,4,2
Toledo,58,24,34,0,1481,382,80,8,29,228,71,23,,,,,376,297,267,4.97,,1128,441,45,19,No,No,MAC,1,0
Towson,50,23,27,0,1372,388,68,9,48,237,45,9,,,,,328,226,169,3.61,,984,433,69,20,No,No,CAA,1,0
Troy,54,20,34,0,1374,348,68,5,30,211,42,10,,,,,357.2,242,204,3.99,,1073,435,64,22,No,No,Sun Belt,2,0
Tulsa,54,39,15,0,1457,412,54,8,23,214,35,14,,,,,372,110,85,1.6,,1116,330,40,17,Auto,No,AAC,1,0
UAB,54,21,33,0,1444,325,43,7,30,170,24,3,,,,,373,249,186,3.49,,1119,503,84,27,No,No,C-USA,3,0
UC Davis,55,22,33,0,1504,402,43,12,15,209,76,17,,,,,374,244,192,3.59,,1122,434,58,24,No,No,Big West,1,0
UC Riverside,52,28,24,0,1364,361,47,12,8,236,60,9,,,,,346,207,163,3.3,,1038,546,65,31,No,No,Big West,1,0
UC Santa Barbara,57,31,26,0,1521,427,77,9,23,216,32,6,,,,,378,266,205,3.8,,1134,434,77,6,No,No,Big West,1,0
UCF,52,29,23,0,1354,390,68,10,16,213,92,8,,,,,346,214,179,3.62,,1038,463,59,21,No,No,AAC,1,0
UCLA,55,42,13,0,1460,468,83,5,65,299,40,9,,,,,370.1,167,138,2.61,,1111,451,52,20,At-large,Yes,Pac-12,8,5
UConn,48,17,31,0,1189,280,28,1,23,122,19,8,,,,,308.1,195,162,3.68,,925,318,48,8,No,No,AAC,1,0
UIC,58,38,20,0,1545,440,56,18,26,252,70,14,,,,,389.1,157,114,2.05,,1168,452,74,20,Auto,No,Horizon,1,0
UMass Lowell,40,21,19,0,1137,346,56,9,30,192,8,3,103,27,8,15,263,194,150,3.99,16,787,302,50,9,No,No,America East,1,0
UMBC,52,22,30,0,1410,395,58,10,30,210,48,12,,,,,347.1,237,193,3.89,16,1042,491,60,20,No,No,America East,1,0
UMES,38,11,27,0,987,244,42,4,8,119,20,5,,,,,237,197,143,4.22,,713,241,62,8,No,No,MEAC,1,0
UMKC,55,17,38,0,1370,379,56,9,31,207,38,14,,,,,328.1,386,317,6.76,,986,483,85,22,No,No,WAC,1,0
UNC Greensboro,53,29,24,0,1306,335,60,4,61,267,29,5,,,,,340.1,240,195,4.01,,1018,471,65,22,No,No,Southern,1,0
UNCW,52,33,18,1,1380,387,62,5,27,233,58,18,,,,,363.1,154,135,2.6,,1090,479,38,21,No,No,CAA,1,0
UNI,52,33,19,0,1376,378,60,10,47,258,46,19,,,,,352.1,169,127,2.52,,1057,421,56,13,No,No,MVC,1,0
UNLV,52,25,27,0,1373,376,43,4,23,198,40,10,,,,,343,229,167,3.41,,1029,432,84,15,No,No,MWC,2,0
USC Upstate,55,44,11,0,1433,419,71,12,35,255,95,18,,,,,368.2,83,73,1.39,,1106,343,35,16,Auto,No,Atlantic Sun,1,0
UT Arlington,58,32,26,0,1566,443,70,11,28,260,61,10,,,,,393.2,250,191,3.4,,1181,563,70,30,No,No,Sun Belt,2,0
UT Martin,57,39,18,0,1495,440,66,10,33,309,147,35,,,,,381,199,163,2.99,,1143,424,57,17,No,No,OVC,1,0
Utah,47,33,14,0,1243,386,52,13,29,270,38,15,,,,,302.2,137,96,2.22,,908,423,45,29,At-large,No,Pac-12,8,5
Utah St.,48,32,16,0,1327,414,65,14,44,255,91,12,,,,,316,173,135,2.99,,948,361,50,17,No,No,MWC,2,0
Utah Valley,40,16,24,0,1077,334,53,5,36,209,36,4,115,34,11,6,253.1,229,184,5.08,15,759,439,58,25,No,No,WAC,1,0
UTEP,48,12,36,0,1295,387,57,10,24,191,19,8,,,,,299.2,306,250,5.84,,899,409,61,30,No,No,C-USA,3,0
UTSA,53,21,32,0,1465,430,52,9,36,210,59,5,,,,,352.1,251,215,4.27,,1057,448,71,12,No,No,C-USA,3,0
Valparaiso,51,28,23,0,1345,348,63,9,40,215,39,12,,,,,345,224,177,3.59,,1035,520,54,24,No,No,Horizon,1,0
Villanova,55,35,20,0,1513,453,75,15,37,286,52,17,,,,,369,219,192,3.64,,1107,386,36,17,No,No,Big East,1,0
Virginia,54,22,32,0,1463,406,82,11,53,231,17,4,,,,,341,312,257,5.28,,1022,457,79,19,No,No,ACC,3,1
Virginia Tech,53,19,34,0,1410,396,74,8,54,226,37,12,,,,,340.2,277,217,4.46,,1022,499,74,25,No,No,ACC,3,1
Wagner,47,22,25,0,1241,360,59,3,17,193,39,10,,,,,296.2,239,202,4.77,,889,411,52,12,No,No,Northeast,1,0
Washington,54,43,11,0,1456,462,76,8,54,322,44,12,170,16,13,28,352.2,148,120,2.38,,1058,380,41,20,At-large,Yes,Pac-12,8,5
Weber St.,53,33,19,1,1497,481,70,22,17,274,95,17,,,,,357.1,224,169,3.31,,1072,472,65,31,No,No,Big Sky,1,0
Western Caro.,48,18,30,0,1240,330,71,8,29,191,25,10,,,,,308,218,188,4.27,,924,326,45,24,No,No,Southern,1,0
Western Ill.,54,22,32,0,1480,399,56,11,42,220,35,11,,,,,369.2,245,209,3.96,,1109,334,70,11,No,No,Summit,1,0
Western Ky.,58,29,29,0,1484,330,65,3,43,231,56,15,,,,,394,239,174,3.09,,1182,502,80,27,No,No,C-USA,3,0
Western Mich.,54,25,29,0,1477,429,75,8,38,241,17,4,,,,,359.2,228,171,3.33,17,1079,514,67,17,No,No,MAC,1,0
Wichita St.,52,32,20,0,1425,436,76,7,47,269,45,15,,,,,348.2,185,125,2.51,,1046,438,57,19,No,No,MVC,1,0
Winthrop,58,27,31,0,1520,409,60,9,27,236,37,12,,,,,382.2,251,206,3.77,,1147,360,61,12,No,No,Big South,1,0
Wisconsin,48,33,15,0,1281,365,60,5,39,265,57,22,201,41,14,25,329,159,124,2.64,,987,444,63,17,At-large,No,Big Ten,5,0
Wright St.,52,21,31,0,1306,350,65,10,16,185,53,11,,,,,331.1,244,218,4.61,,994,413,50,21,No,No,Horizon,1,0
Yale,45,17,28,0,1143,299,37,6,18,178,35,13,,,,,291.2,236,190,4.56,11,875,324,62,10,No,No,Ivy,1,0
Youngstown St.,59,31,28,0,1539,404,61,9,35,241,47,6,,,,,391.2,217,176,3.15,,1175,602,74,8,No,No,Horizon,1,0
