Name,G,W,L,T,AB,H,Doubles,Triples,HR,RunsScored,SB,CS,BatterBB,BatterHBP,SacFlies,SacBunts,IP,RunsAllowed,ER,ERA,PitcherHBP,PO,A,E,DP,NCAA,WCWS,Conference,ConfNumBids,ConfTop16
Princeton,42,18,24,0,1114,282,47,7,15,150,19,7,,,,,274.1,160,135,3.44,13,823,366,45,10,No,No,Ivy,1,0
Providence,39,16,23,0,1006,250,48,7,37,157,11,4,,,,,253.1,215,175,4.84,9,760,411,56,12,No,No,Big East,1,0
Purdue,56,31,25,0,1450,405,65,16,26,223,87,19,,,,,372,164,134,2.52,,1116,356,46,7,No,No,Big Ten,4,1
Purdue Fort Wayne,48,3,45,0,1008,200,32,0,13,72,22,9,,,,,257,465,383,10.43,,771,296,98,10,No,No,Summit,1,0
Quinnipiac,50,17,33,0,1258,331,50,4,21,174,21,5,,,,,309.2,295,220,4.97,,929,400,75,12,No,No,MAAC,1,0
Radford,49,12,37,0,1283,339,52,8,37,194,32,8,,,,,310,373,295,6.66,,930,311,77,6,No,No,Big South,1,0
Rhode Island,44,3,41,0,1059,255,43,6,9,119,15,8,,,,,256.1,375,329,8.98,,769,363,52,22,No,No,Atlantic 10,1,0
Rider,47,12,35,0,1229,307,56,3,29,164,36,14,,,,,298.2,280,225,5.27,,896,423,68,16,No,No,MAAC,1,0
Robert Morris,48,26,22,0,1264,367,60,9,33,190,30,18,,,,,310.2,190,127,2.86,,932,326,66,6,No,No,Northeast,1,0
Rutgers,49,29,20,0,1397,433,76,8,51,284,25,13,,,,,328.2,259,232,4.94,,986,364,47,16,No,No,Big Ten,4,1
Sacramento St.,54,28,26,0,1482,436,77,7,23,240,22,9,,,,,367.1,244,201,3.83,,1102,438,54,12,No,No,Big Sky,1,0
Sacred Heart,44,14,30,0,1136,241,52,2,15,106,19,10,,,,,291,178,141,3.39,,873,294,44,11,No,No,Northeast,1,0
Saint Francis (PA),50,31,19,0,1293,341,75,14,29,246,53,12,,,,,326,187,151,3.24,,978,418,56,20,No,No,Northeast,1,0
Saint Joseph's,41,23,18,0,1099,338,62,8,36,236,35,10,,,,,258.2,189,154,4.17,6,776,386,32,16,No,No,Atlantic 10,1,0
Saint Louis,54,36,18,0,1486,448,86,4,55,320,62,17,,,,,358.2,223,166,3.24,13,1076,477,66,23,No,No,Atlantic 10,1,0
Saint Mary's (CA),53,21,32,0,1428,366,73,6,35,201,27,9,,,,,362.1,264,228,4.4,,1087,461,51,22,No,No,WCC,1,0
Saint Peter's,42,2,40,0,1037,267,49,1,24,127,47,13,,,,,253.2,376,296,8.17,,761,289,73,15,No,No,MAAC,1,0
Sam Houston St.,47,19,28,0,1245,322,49,3,44,172,20,6,,,,,305.2,234,186,4.26,,917,487,77,18,No,No,Southland,1,0
Samford,55,33,22,0,1551,487,77,12,47,260,50,16,,,,,366.2,248,219,4.18,,1100,410,41,13,No,No,Southern,1,0
San Diego,52,29,23,0,1329,350,41,12,25,197,48,13,,,,,348.2,179,137,2.75,,1046,407,54,16,No,No,WCC,1,0
San Diego St.,54,36,18,0,1461,459,73,5,59,312,40,10,,,,,359,252,194,3.78,,1076,493,79,21,At-large,No,MWC,2,0
San Jose St.,56,37,19,0,1525,534,94,7,31,357,25,8,229,48,21,13,352,240,198,3.94,,1056,470,68,22,No,No,MWC,2,0
Santa Clara,50,15,35,0,1298,331,55,4,19,160,26,9,,,,,328,257,204,4.35,,984,467,61,20,No,No,WCC,1,0
Savannah St.,39,22,17,0,1043,330,51,6,58,271,25,7,155,32,10,23,243.1,249,191,5.49,,729,360,54,16,No,No,MEAC,1,0
Seattle U,52,16,36,0,1378,390,74,4,35,235,34,9,,,,,326,338,269,5.78,,978,428,75,24,No,No,WAC,1,0
Seton Hall,53,25,28,0,1430,399,63,4,60,264,57,14,,,,,353.1,310,250,4.95,,1060,424,78,17,No,No,Big East,1,0
SFA,51,19,32,0,1314,325,47,6,30,204,50,15,,,,,327,250,211,4.52,,981,283,63,8,No,No,Southland,1,0
Siena,49,21,27,1,1366,416,80,2,27,218,34,8,,,,,316,232,178,3.94,,948,389,58,12,No,No,MAAC,1,0
SIUE,59,43,16,0,1522,434,76,10,36,280,67,31,,,,,400,145,116,2.03,,1200,292,49,11,No,No,OVC,1,0
South Alabama,49,38,11,0,1292,391,74,8,36,263,55,6,,,,,323,148,120,2.6,,969,350,46,16,Auto,No,Sun Belt,2,1
South Carolina,57,37,20,0,1521,453,69,16,60,306,39,11,,,,,378.1,221,176,3.26,,1135,450,60,23,At-large,No,SEC,11,7
South Carolina St.,36,8,28,0,950,257,41,4,12,157,36,4,,,,,226.2,241,186,5.74,16,680,243,56,10,No,No,MEAC,1,0
South Dakota,54,28,25,1,1531,496,108,12,77,342,22,8,,,,,343.1,305,244,4.97,,1030,365,70,14,No,No,Summit,1,0
South Dakota St.,52,23,29,0,1342,399,80,9,49,277,48,6,,,,,313.2,328,270,6.03,,941,438,67,17,No,No,Summit,1,0
South Fla.,56,36,20,0,1415,419,54,16,28,265,91,17,,,,,370,170,132,2.5,,1110,425,51,14,No,No,AAC,1,0
Southeast Mo. St.,46,19,27,0,1296,377,59,6,39,221,40,15,,,,,314,282,243,5.42,15,942,383,70,10,No,No,OVC,1,0
Southeastern La.,52,22,30,0,1435,429,49,16,35,253,15,8,,,,,347.1,291,238,4.8,,1042,409,68,14,No,No,Southland,1,0
Southern Ill.,48,21,26,1,1234,314,66,7,34,193,42,8,,,,,314.1,261,212,4.72,,943,411,56,15,No,No,MVC,1,0
Southern Miss.,52,18,34,0,1356,369,55,8,15,200,24,9,,,,,338.1,265,215,4.45,,1015,398,73,13,No,No,C-USA,2,0
Southern U.,30,16,14,0,785,204,31,2,11,119,38,12,,,,,201.2,143,109,3.78,14,605,318,51,16,No,No,SWAC,1,0
Southern Utah,50,20,30,0,1284,353,58,2,29,194,44,9,,,,,315,279,227,5.04,,945,418,67,15,No,No,Big Sky,1,0
St. Bonaventure,39,15,24,0,1041,298,41,6,14,150,80,12,,,,,246.1,202,159,4.52,,739,324,42,20,No,No,Atlantic 10,1,0
St. John's (NY),45,28,17,0,1189,376,58,5,33,235,49,14,,,,,290.1,168,123,2.97,,871,422,62,17,Auto,No,Big East,1,0
Stanford,54,17,37,0,1414,391,66,11,39,275,22,4,,,,,332.2,418,343,7.22,,998,478,67,24,No,No,Pac-12,7,4
Stetson,50,30,20,0,1253,370,59,7,43,269,94,17,,,,,312.2,202,183,4.1,,938,382,31,20,No,No,Atlantic Sun,1,0
Stony Brook,47,30,17,0,1296,388,60,11,64,275,45,10,,,,,315.2,173,141,3.13,,947,427,42,17,No,No,America East,1,0
Syracuse,46,20,26,0,1191,316,50,5,43,217,25,2,,,,,293.2,233,202,4.81,,881,263,45,16,No,No,ACC,7,2
Tennessee,56,42,14,0,1452,451,76,13,97,387,39,5,221,64,14,21,360.1,181,158,3.07,,1081,390,57,17,At-large,Yes,SEC,11,7
Tennessee St.,48,11,37,0,1203,319,45,9,19,162,51,19,,,,,300,352,270,6.3,,900,373,98,18,No,No,OVC,1,0
Tennessee Tech,58,32,26,0,1551,442,79,6,60,262,22,10,,,,,382.2,243,199,3.64,,1145,381,52,14,Auto,No,OVC,1,0
Texas,52,37,15,0,1367,415,58,12,53,302,45,11,,,,,340,177,143,2.94,,1020,256,50,10,At-large,No,Big 12,4,1
Texas A&M,56,38,18,0,1420,398,67,2,60,303,37,8,,,,,368.1,212,186,3.53,,1105,435,54,15,At-large,No,SEC,11,7
Texas Southern,41,25,16,0,1139,354,61,4,26,234,46,6,,,,,271.1,189,136,3.51,,814,298,54,4,Auto,No,SWAC,1,0
Texas St.,53,32,21,0,1343,390,66,7,59,285,52,13,,,,,349.2,205,186,3.72,,1049,309,33,8,No,No,Sun Belt,2,1
Texas Tech,51,25,26,0,1321,409,61,10,49,289,86,42,,,,,331.1,291,240,5.07,,994,383,54,6,No,No,Big 12,4,1
Toledo,56,24,32,0,1467,387,71,9,25,231,104,25,,,,,363,278,221,4.26,,1089,439,71,14,No,No,MAC,1,0
Towson,57,35,22,0,1461,427,72,15,49,263,39,6,,,,,359.1,193,139,2.71,11,1078,430,79,18,No,No,CAA,2,1
Troy,55,32,23,0,1394,363,72,8,51,285,53,10,,,,,356,231,176,3.46,,1068,447,65,17,No,No,Sun Belt,2,1
Tulsa,54,36,18,0,1468,441,75,18,45,307,33,11,,,,,360,152,124,2.41,,1080,463,48,18,No,No,AAC,1,0
UAB,51,32,19,0,1335,397,78,3,45,248,16,3,,,,,333,230,202,4.25,,999,446,37,23,No,No,C-USA,2,0
UC Davis,49,18,31,0,1276,322,49,6,14,178,49,10,,,,,315,248,207,4.6,,945,345,57,9,No,No,Big West,1,0
UC Riverside,56,39,17,0,1510,429,54,8,24,247,41,12,,,,,403.2,162,124,2.15,,1211,499,49,25,No,No,Big West,1,0
UC Santa Barbara,54,19,35,0,1438,426,61,4,26,210,23,11,,,,,349.2,369,272,5.45,,1048,467,106,11,No,No,Big West,1,0
UCF,55,48,7,0,1437,428,46,8,38,255,93,19,,,,,381,65,47,0.86,,1143,254,30,10,Auto,No,AAC,1,0
UCLA,55,45,10,0,1437,535,95,13,72,440,59,18,259,35,18,52,351.2,162,134,2.67,,1055,364,48,24,At-large,Yes,Pac-12,7,4
UConn,53,18,35,0,1321,311,55,6,27,164,24,13,,,,,340.1,277,231,4.75,,1021,439,63,20,No,No,AAC,1,0
UIC,46,24,22,0,1262,367,57,12,16,193,34,9,,,,,308.1,195,151,3.43,,925,388,60,11,No,No,Horizon,1,0
UMass Lowell,47,17,30,0,1228,298,64,6,11,186,49,12,144,29,13,26,315.1,240,197,4.37,24,946,384,68,18,No,No,America East,1,0
UMBC,49,22,27,0,1261,365,63,1,29,220,46,12,,,,,314.2,214,171,3.8,,944,419,53,16,No,No,America East,1,0
UMES,39,7,32,0,964,263,47,7,7,126,50,9,,,,,227.1,312,253,7.79,,682,220,63,9,No,No,MEAC,1,0
UMKC,55,27,28,0,1556,465,85,11,53,337,61,19,,,,,363,307,245,4.72,,1089,412,89,10,No,No,WAC,1,0
UNC Greensboro,47,25,22,0,1276,413,59,4,40,266,33,10,,,,,303,255,202,4.67,,909,417,61,9,No,No,Southern,1,0
UNCW,46,19,27,0,1129,260,48,9,9,147,48,18,,,,,305.1,204,159,3.65,,916,366,47,14,No,No,CAA,2,1
UNI,50,22,28,0,1317,348,61,5,49,222,53,6,,,,,326,240,191,4.1,,978,402,67,14,No,No,MVC,1,0
UNLV,55,25,30,0,1413,418,78,9,52,286,33,9,,,,,346.1,339,273,5.52,,1039,505,78,22,No,No,MWC,2,0
USC Upstate,51,43,8,0,1345,479,81,5,93,377,58,9,176,30,20,28,322.1,131,106,2.3,15,967,314,29,8,Auto,No,Atlantic Sun,1,0
UT Arlington,55,27,28,0,1445,455,81,6,41,338,21,2,,,,,344.2,296,251,5.1,,1034,465,70,27,No,No,Sun Belt,2,1
UT Martin,50,24,26,0,1288,354,70,12,39,235,90,34,,,,,324,214,183,3.95,,971,433,38,23,No,No,OVC,1,0
Utah,51,34,17,0,1369,400,78,8,40,249,37,9,,,,,348,169,136,2.74,,1044,450,37,34,At-large,No,Pac-12,7,4
Utah St.,55,19,36,0,1497,439,81,14,40,252,16,1,,,,,352.1,361,311,6.18,,1057,469,58,25,No,No,MWC,2,0
Utah Valley,59,18,41,0,1423,371,65,7,55,235,40,9,,,,,359.2,457,341,6.64,,1079,589,120,45,No,No,WAC,1,0
UTEP,53,14,39,0,1420,416,63,12,39,224,33,8,,,,,330.1,349,290,6.15,,991,489,73,21,No,No,C-USA,2,0
UTSA,54,36,18,0,1452,449,69,16,85,333,24,7,,,,,349.1,192,154,3.09,,1048,458,65,12,No,No,C-USA,2,0
Valparaiso,51,16,35,0,1348,405,80,10,30,243,39,9,,,,,318.1,348,318,6.99,,955,392,49,14,No,No,Horizon,1,0
Villanova,54,24,30,0,1469,380,68,8,21,181,43,12,,,,,364.1,184,148,2.84,,1093,340,55,3,No,No,Big East,1,0
Virginia,56,16,40,0,1453,384,68,13,55,245,36,19,,,,,359.1,398,306,5.96,,1078,416,102,18,No,No,ACC,7,2
Virginia Tech,55,34,21,0,1420,385,66,7,62,273,32,12,,,,,357.2,177,148,2.9,,1073,433,45,17,At-large,No,ACC,7,2
Wagner,34,9,25,0,855,209,28,1,23,93,7,2,,,,,215,168,113,3.68,12,645,316,47,7,No,No,Northeast,1,0
Washington,55,40,15,0,1502,522,98,11,80,446,54,10,263,35,15,24,346.2,280,247,4.99,,1040,426,49,24,At-large,No,Pac-12,7,4
Weber St.,55,38,17,0,1499,486,81,6,39,349,59,11,,,,,356,213,161,3.17,,1068,320,63,16,Auto,No,Big Sky,1,0
Western Caro.,53,22,31,0,1422,359,52,3,38,179,34,10,,,,,354.1,201,162,3.2,,1060,359,54,11,No,No,Southern,1,0
Western Ill.,41,18,23,0,1079,292,47,7,16,173,42,4,,,,,268.2,204,167,4.35,,806,356,59,9,No,No,Summit,1,0
Western Ky.,46,34,12,0,1220,340,43,2,23,210,45,9,,,,,310,95,81,1.83,,930,242,27,9,Auto,No,C-USA,2,0
Western Mich.,51,25,26,0,1346,386,66,6,38,231,19,6,,,,,332,219,197,4.15,12,994,454,48,16,No,No,MAC,1,0
Wichita St.,57,34,23,0,1526,466,85,5,44,310,65,14,,,,,376.2,255,208,3.87,,1130,498,60,16,No,No,MVC,1,0
Winthrop,51,26,25,0,1308,327,53,9,29,229,66,16,,,,,341.2,231,183,3.75,,1025,386,69,22,No,No,Big South,1,0
Wisconsin,52,21,31,0,1361,403,56,10,11,245,118,25,,,,,332.1,316,262,5.52,,997,376,60,13,No,No,Big Ten,4,1
Wright St.,56,23,33,0,1454,391,79,10,29,235,62,14,,,,,358,312,233,4.56,,1074,478,79,21,No,No,Horizon,1,0
Yale,34,11,23,0,878,212,31,4,7,103,12,2,,,,,218.1,198,151,4.84,14,655,255,53,7,No,No,Ivy,1,0
Youngstown St.,48,17,31,0,1328,382,52,9,40,240,76,15,,,,,311.2,283,238,5.35,,935,380,65,15,No,No,Horizon,1,0
